N� EXPEDIENTE;DISTRITO;FECHA DENUNCIA;ORDENANZA;ART�CULO;CALIFICACI�N ; CUANT�A ; FECHA INICIO ; FECHA TERMINACI�N;CAUSA TERMINACION
131/2017/21765;CHAMARTIN;25/02/2017;OLEPGR;87.1 a);GRAVE;751;28/06/2017;;
131/2017/21832;CHAMARTIN;23/05/2017;OLEPGR;87.1 c);GRAVE;750;28/06/2017;24/11/2017;SANCION
131/2017/21834;CHAMARTIN;20/04/2017;OLEPGR;87.1 c);GRAVE;750;28/06/2017;30/11/2017;SANCION
131/2017/24468;CHAMARTIN;04/03/2017;OLEPGR;87.1 a);GRAVE;751;19/07/2017;23/11/2017;SANCION
131/2017/29645;CHAMARTIN;16/07/2017;OLEPGR;86.1 b);LEVE;250;12/09/2017;16/01/2018;SANCION
131/2017/33041;CHAMARTIN;29/04/2017;OLEPGR;87.1 a);GRAVE;751;02/10/2017;02/01/2018;SANCION
131/2017/33063;CHAMARTIN;08/04/2017;OLEPGR;87.1 a);GRAVE;751;02/10/2017;;
131/2017/33065;CHAMARTIN;06/04/2017;OLEPGR;87.1 a);GRAVE;751;02/10/2017;;
131/2017/33118;CHAMARTIN;02/09/2017;OLEPGR;86.1 b);LEVE;250;03/10/2017;;
131/2017/34194;CHAMARTIN;29/09/2017;OLEPGR;87.1 a);GRAVE;751;09/10/2017;;
131/2017/34908;CHAMARTIN;09/06/2017;OLEPGR;86.2 d);LEVE;200;17/10/2017;04/01/2018;SANCION
131/2017/37471;CHAMARTIN;01/04/2017;OLEPGR;87.1 a);GRAVE;751;31/10/2017;;
131/2017/38989;CHAMARTIN;28/10/2017;OLEPGR;86.2 d);LEVE;200;16/11/2017;;
131/2017/39050;CHAMARTIN;28/10/2017;OLEPGR;86.2 d);LEVE;200;16/11/2017;23/01/2018;SANCION
131/2017/39057;CHAMARTIN;28/10/2017;OLEPGR;86.2 d);LEVE;200;16/11/2017;;
131/2017/39797;CHAMARTIN;28/10/2017;OLEPGR;86.2 d);LEVE;200;21/11/2017;19/01/2018;SANCION
131/2017/39800;CHAMARTIN;28/10/2017;OLEPGR;86.2 d);LEVE;200;21/11/2017;;
131/2017/39801;CHAMARTIN;28/10/2017;OLEPGR;86.2 d);LEVE;200;21/11/2017;24/01/2018;SANCION
131/2017/39802;CHAMARTIN;28/10/2017;OLEPGR;86.2 d);LEVE;200;21/11/2017;;
131/2017/39804;CHAMARTIN;28/10/2017;OLEPGR;86.2 d);LEVE;200;21/11/2017;;
131/2017/39809;CHAMARTIN;28/10/2017;OLEPGR;86.2 d);LEVE;200;21/11/2017;26/01/2018;SANCION
131/2017/39810;CHAMARTIN;28/10/2017;OLEPGR;86.2 d);LEVE;200;21/11/2017;;
131/2017/39811;CHAMARTIN;28/10/2017;OLEPGR;86.2 d);LEVE;200;21/11/2017;26/01/2018;SANCION
131/2017/39907;CHAMARTIN;15/07/2017;OLEPGR;86.2 d);LEVE;200;21/11/2017;;
131/2017/39924;CHAMARTIN;05/11/2017;OLEPGR;86.2 d);LEVE;200;22/11/2017;;
131/2017/41982;CHAMARTIN;11/06/2017;OLEPGR;87.1 a);GRAVE;751;11/12/2017;;
131/2017/42927;CHAMARTIN;11/11/2017;OLEPGR;86.1 b);LEVE;250;18/12/2017;29/01/2018;SANCION
131/2017/43042;CHAMARTIN;03/12/2017;OLEPGR;86.2 d);LEVE;200;18/12/2017;;
131/2017/43051;CHAMARTIN;03/12/2017;OLEPGR;86.2 d);LEVE;200;18/12/2017;;
131/2017/43055;CHAMARTIN;03/12/2017;OLEPGR;86.2 d);LEVE;200;18/12/2017;;
131/2017/43058;CHAMARTIN;03/12/2017;OLEPGR;86.2 d);LEVE;200;18/12/2017;;
131/2017/43070;CHAMARTIN;18/11/2017;OLEPGR;86.2 d);LEVE;200;18/12/2017;;
131/2017/00623;CHAMARTIN;04/12/2016;OLEPGR;87.1 a);GRAVE;751;12/01/2017;09/05/2017;SANCI�N
131/2017/00625;CHAMARTIN;04/12/2016;OLEPGR;87.1 a);GRAVE;751;12/01/2017;17/03/2017;SANCI�N
131/2017/00659;CHAMARTIN;06/12/2016;OLEPGR;87.1 a);GRAVE;751;12/01/2017;25/03/2017;SANCI�N
131/2017/00682;CHAMARTIN;06/12/2016;OLEPGR;87.1 a);GRAVE;751;12/01/2017;05/04/2017;SANCI�N
131/2017/00719;CHAMARTIN;08/12/2016;OLEPGR;87.1 a);GRAVE;751;12/01/2017;21/04/2017;SANCI�N
131/2017/01091;CHAMARTIN;01/01/2017;OLEPGR;87.1 a);GRAVE;751;17/01/2017;23/03/2017;SANCI�N
131/2017/01098;CHAMARTIN;02/12/2016;OLEPGR;87.1 a);GRAVE;751;17/01/2017;23/03/2017;SANCI�N
131/2017/01262;CHAMARTIN;11/12/2016;OLEPGR;87.1 a);GRAVE;751;17/01/2017;29/05/2017;SANCI�N
131/2017/01303;CHAMARTIN;12/12/2016;OLEPGR;87.1 a);GRAVE;751;17/01/2017;21/03/2017;SANCI�N
131/2017/01312;CHAMARTIN;17/12/2016;OLEPGR;87.1 a);GRAVE;751;17/01/2017;23/03/2017;SANCI�N
131/2017/01319;CHAMARTIN;18/12/2016;OLEPGR;87.1 a);GRAVE;751;17/01/2017;29/05/2017;SANCI�N
131/2017/02149;CHAMARTIN;24/12/2016;OLEPGR;87.1 a);GRAVE;751;25/01/2017;25/04/2017;SANCI�N
131/2017/02163;CHAMARTIN;01/11/2016;OLEPGR;87.1 a);GRAVE;751;25/01/2017;11/04/2017;SANCI�N
131/2017/03009;CHAMARTIN;15/01/2017;OLEPGR;87.1 a);GRAVE;751;01/02/2017;07/04/2017;SANCI�N
131/2017/03548;CHAMARTIN;06/01/2017;OLEPGR;87.1 a);GRAVE;751;09/02/2017;12/05/2017;SANCI�N
131/2017/03751;CHAMARTIN;15/05/2016;OLEPGR;87.1 a);GRAVE;751;09/02/2017;31/05/2017;SANCI�N
131/2017/05660;CHAMARTIN;05/02/2017;OLEPGR;87.1 a);GRAVE;751;23/02/2017;12/05/2017;SANCI�N
131/2017/05687;CHAMARTIN;05/02/2017;OLEPGR;87.1 a);GRAVE;751;23/02/2017;10/05/2017;SANCI�N
131/2017/05861;CHAMARTIN;20/12/2016;OLEPGR;87.1 a);GRAVE;751;23/02/2017;26/09/2017;SANCI�N
131/2017/06741;CHAMARTIN;21/01/2017;OLEPGR;87.1 a);GRAVE;751;03/03/2017;02/06/2017;SANCI�N
131/2017/06820;CHAMARTIN;04/02/2017;OLEPGR;87.1 a);GRAVE;751;03/03/2017;20/06/2017;SANCI�N
131/2017/07493;CHAMARTIN;09/07/2016;OLEPGR;87.1 a);GRAVE;751;08/03/2017;07/08/2017;SANCI�N
131/2017/07499;CHAMARTIN;09/07/2016;OLEPGR;87.1 a);GRAVE;751;08/03/2017;04/08/2017;SANCI�N
131/2017/07500;CHAMARTIN;09/07/2016;OLEPGR;87.1 a);GRAVE;751;08/03/2017;17/11/2017;SANCI�N
131/2017/07537;CHAMARTIN;11/06/2016;OLEPGR;87.1 a);GRAVE;751;08/03/2017;21/06/2017;SANCI�N
131/2017/08534;CHAMARTIN;24/07/2016;OLEPGR;87.1 a);GRAVE;751;15/03/2017;19/07/2017;SANCI�N
131/2017/08542;CHAMARTIN;23/07/2016;OLEPGR;87.1 a);GRAVE;751;15/03/2017;28/06/2017;SANCI�N
131/2017/08659;CHAMARTIN;17/07/2016;OLEPGR;87.1 a);GRAVE;751;15/03/2017;02/06/2017;SANCI�N
131/2017/08666;CHAMARTIN;24/07/2016;OLEPGR;87.1 a);GRAVE;751;15/03/2017;19/06/2017;SANCI�N
131/2017/09611;CHAMARTIN;08/10/2016;OLEPGR;87.1 a);GRAVE;751;23/03/2017;19/06/2017;SANCI�N
131/2017/10256;CHAMARTIN;17/09/2016;OLEPGR;87.1 a);GRAVE;751;29/03/2017;04/08/2017;SANCI�N
131/2017/10257;CHAMARTIN;17/09/2016;OLEPGR;87.1 a);GRAVE;751;29/03/2017;06/10/2017;SANCI�N
131/2017/10304;CHAMARTIN;24/09/2016;OLEPGR;87.1 a);GRAVE;751;29/03/2017;;
131/2017/10855;CHAMARTIN;24/09/2016;OLEPGR;87.1 a);GRAVE;751;05/04/2017;10/07/2017;SANCI�N
131/2017/12286;CHAMARTIN;22/10/2016;OLEPGR;87.1 a);GRAVE;751;20/04/2017;07/07/2017;SANCI�N
131/2017/12289;CHAMARTIN;22/10/2016;OLEPGR;87.1 a);GRAVE;751;20/04/2017;14/07/2017;SANCI�N
131/2017/12301;CHAMARTIN;21/10/2016;OLEPGR;87.1 a);GRAVE;751;20/04/2017;19/07/2017;SANCI�N
131/2017/14484;CHAMARTIN;06/11/2016;OLEPGR;87.1 a);GRAVE;751;11/05/2017;31/07/2017;SANCI�N
131/2017/14592;CHAMARTIN;02/11/2016;OLEPGR;87.1 a);GRAVE;751;11/05/2017;20/07/2017;SANCI�N
131/2017/15225;CHAMARTIN;13/11/2016;OLEPGR;87.1 a);GRAVE;751;17/05/2017;01/08/2017;SANCI�N
131/2017/15253;CHAMARTIN;09/11/2016;OLEPGR;87.1 a);GRAVE;751;17/05/2017;28/08/2017;SANCI�N
131/2017/15310;CHAMARTIN;12/11/2016;OLEPGR;87.1 a);GRAVE;751;17/05/2017;16/08/2017;SANCI�N
131/2017/15319;CHAMARTIN;13/11/2016;OLEPGR;87.1 a);GRAVE;751;17/05/2017;05/09/2017;SANCI�N
131/2017/15335;CHAMARTIN;13/11/2016;OLEPGR;87.1 a);GRAVE;751;17/05/2017;09/08/2017;SANCI�N
131/2017/15353;CHAMARTIN;12/11/2016;OLEPGR;87.1 a);GRAVE;751;17/05/2017;;
131/2017/16242;CHAMARTIN;27/11/2016;OLEPGR;87.1 a);GRAVE;751;26/05/2017;17/08/2017;SANCI�N
131/2017/16962;CHAMARTIN;18/12/2017;OLEPGR;87.1 a);GRAVE;751;29/05/2017;06/09/2017;SANCI�N
131/2017/16964;CHAMARTIN;06/12/2016;OLEPGR;87.1 a);GRAVE;751;29/05/2017;05/09/2017;SANCI�N
131/2017/16967;CHAMARTIN;03/12/2016;OLEPGR;87.1 a);GRAVE;751;29/05/2017;03/11/2017;SANCI�N
131/2017/17000;CHAMARTIN;18/12/2016;OLEPGR;87.1 a);GRAVE;751;29/05/2017;28/08/2017;SANCI�N
131/2017/17172;CHAMARTIN;17/12/2016;OLEPGR;87.1 a);GRAVE;751;06/06/2017;17/11/2017;SANCI�N
131/2017/17180;CHAMARTIN;17/12/2016;OLEPGR;87.1 a);GRAVE;751;06/06/2017;14/08/2017;SANCI�N
131/2017/17187;CHAMARTIN;06/12/2016;OLEPGR;87.1 a);GRAVE;751;06/06/2017;19/10/2017;SANCI�N
131/2017/17272;CHAMARTIN;28/12/2016;OLEPGR;87.1 a);GRAVE;751;06/06/2017;03/10/2017;SANCI�N
131/2017/17420;CHAMARTIN;06/01/2017;OLEPGR;87.1 a);GRAVE;751;06/06/2017;01/08/2017;SANCI�N
131/2017/19366;CHAMARTIN;15/01/2017;OLEPGR;87.1 a);GRAVE;751;15/06/2017;02/10/2017;SANCI�N
131/2017/19508;CHAMARTIN;21/01/2017;OLEPGR;87.1 a);GRAVE;751;15/06/2017;;
131/2017/19517;CHAMARTIN;21/01/2017;OLEPGR;87.1 a);GRAVE;751;15/06/2017;06/10/2017;SANCI�N
131/2017/20803;CHAMARTIN;25/02/2017;OLEPGR;87.1 a);GRAVE;751;23/06/2017;10/07/2017;SANCI�N
131/2017/22541;CHAMARTIN;05/02/2017;OLEPGR;87.1 a);GRAVE;751;04/07/2017;13/12/2017;SANCI�N
131/2017/32584;CHAMARTIN;31/03/2017;OLEPGR;87.1 a);GRAVE;751;03/10/2017;14/12/2017;SANCI�N
131/2017/34078;CHAMARTIN;02/04/2017;OLEPGR;87.1 a);GRAVE;751;10/10/2017;;
131/2017/36091;CHAMARTIN;01/04/2017;OLEPGR;87.1 a);GRAVE;751;26/10/2017;;
131/2017/41867;CHAMARTIN;02/06/2017;OLEPGR;87.1 a);GRAVE;751;14/12/2017;;
131/2017/43030;CHAMARTIN;17/06/2017;OLEPGR;87.1 a);GRAVE;751;20/12/2017;;
131/2016/35635;CHAMARTIN;27/10/2016;OLEPGR;86.2 b);LEVE;100;02/01/2017;06/04/2017;SANCION
131/2016/36163;CHAMARTIN;25/10/2016;OLEPGR;86.2 b);LEVE;100;02/01/2017;06/04/2017;SANCION
131/2016/36189;CHAMARTIN;25/10/2016;OLEPGR;86.2 b);LEVE;250;02/01/2017;24/04/2017;SANCION
131/2017/02322;CHAMARTIN;01/12/2016;OLEPGR;86.2 c);LEVE;250;24/01/2017;10/07/2017;SANCION
131/2017/02325;CHAMARTIN;01/12/2016;OLEPGR;86.2 c);LEVE;150;24/01/2017;12/06/2017;SANCION
131/2017/06216;CHAMARTIN;22/12/2016;OLEPGR;86.2 b);LEVE;100;08/03/2017;22/06/2017;SANCION
131/2017/11266;CHAMARTIN;26/02/2017;OLEPGR;86.2 b);LEVE;250;07/04/2017;13/10/2017;SANCION
131/2017/11830;CHAMARTIN;26/02/2017;OLEPGR;86.2 b);LEVE;250;17/04/2017;24/07/2017;SANCION
131/2017/13319;CHAMARTIN;14/02/2017;OLEPGR;86.2 b);LEVE;250;24/04/2017;07/09/2017;SANCION
131/2017/13331;CHAMARTIN;14/03/2017;OLEPGR;86.2 b);LEVE;250;24/04/2017;17/07/2017;SANCION
131/2017/13842;CHAMARTIN;30/03/2017;OLEPGR;86.2 c);LEVE;250;03/05/2017;07/09/2017;SANCION
131/2017/13879;CHAMARTIN;14/03/2017;OLEPGR;86.2 c);LEVE;250;03/05/2017;20/12/2017;SANCION
131/2017/29832;CHAMARTIN;18/08/2017;OLEPGR;86.2 c);LEVE;250;11/09/2017;20/11/2017;SANCION
131/2017/29837;CHAMARTIN;18/08/2017;OLEPGR;86.2 c);LEVE;250;11/09/2017;;
131/2017/29841;CHAMARTIN;18/08/2017;OLEPGR;86.2 c);LEVE;250;11/09/2017;01/12/2017;SANCION
131/2017/36208;CHAMARTIN;13/06/2017;OLEPGR;86.2 b);LEVE;250;24/10/2017;;
131/2017/39345;CHAMARTIN;26/10/2017;OLEPGR;86.2 b);LEVE;250;17/11/2017;17/01/2018;SANCION
131/2017/40745;CHAMARTIN;14/09/2017;OLEPGR;86.2 c);LEVE;250;29/11/2017;;
131/2017/43340;CHAMARTIN;06/11/2017;OLEPGR;86.2 c);LEVE;250;21/12/2017;;
131/2017/25723;CHAMARTIN;01/05/2017;OLEPGR;87.2 k);GRAVE;602;04/10/2017;;
131/2017/25740;CHAMARTIN;01/05/2017;OLEPGR;87.2 k);GRAVE;602;04/10/2017;;
131/2017/24868;CHAMARTIN;15/06/2017;OLEPGR;87.2 k);GRAVE;602;11/10/2017;;
131/2017/34412;CHAMARTIN;27/07/2017;OLEPGR;86.1 g);LEVE;300;11/10/2017;;
131/2017/39781;CHAMARTIN;18/10/2017;OLEPGR;87.2 l);GRAVE;751;22/11/2017;;
131/2017/39884;CHAMARTIN;25/10/2017;OLEPGR;87.2 l);GRAVE;751;22/11/2017;;
131/2017/39946;CHAMARTIN;28/10/2017;OLEPGR;86.1 g);LEVE;400;22/11/2017;;
131/2017/25651;CHAMARTIN;12/05/2017;OLEPGR;87.2 k);GRAVE;602;22/11/2017;;
131/2017/39891;CHAMARTIN;04/10/2017;OLEPGR;87.2 l);GRAVE;751;22/11/2017;;
131/2016/35786;CHAMARTIN ;17/10/2016;OLEPGR;87.2 k);GRAVE;602;09/01/2017;28/03/2017;SANCION
131/2016/36733;CHAMARTIN ;03/11/2016;OLEPGR;87.2 k);GRAVE;602;16/01/2017;29/06/2017;SANCION
131/2016/36739;CHAMARTIN ;16/11/2016;OLEPGR;87.2 k);GRAVE;602;16/01/2017;28/03/2017;SANCION
131/2016/36963;CHAMARTIN ;02/11/2016;OLEPGR;87.2 k);GRAVE;602;26/01/2017;18/05/2017;SANCION
131/2016/36967;CHAMARTIN ;03/11/2016;OLEPGR;87.2 k);GRAVE;602;26/01/2017;24/04/2017;SANCION
131/2017/04354;CHAMARTIN ;14/11/2016;OLEPGR;87.2 l);GRAVE;751;15/02/2017;16/05/2017;SANCION
131/2017/05161;CHAMARTIN ;21/11/2016;OLEPGR;86.2 f);LEVE;300;21/02/2017;01/08/2017;SOBRESEIMIENTO
131/2017/05168;CHAMARTIN ;02/11/2016;OLEPGR;86.2 f);LEVE;300;21/02/2017;01/06/2017;ESTIMACION
131/2017/05182;CHAMARTIN ;03/10/2016;OLEPGR;87.2 l);GRAVE;751;21/02/2017;17/05/2017;SANCION
131/2017/05253;CHAMARTIN ;22/09/2016;OLEPGR;87.2 l);GRAVE;751;21/02/2017;30/05/2017;SANCION
131/2017/06235;CHAMARTIN ;01/02/2017;OLEPGR;87.2 l);GRAVE;751;01/03/2017;07/12/2017;SANCION
131/2017/03712;CHAMARTIN ;25/11/2016;OLEPGR;87.2 k);GRAVE;602;23/03/2017;09/06/2017;SANCION
131/2017/03716;CHAMARTIN ;25/11/2016;OLEPGR;87.2 k);GRAVE;602;23/03/2017;07/06/2017;SANCION
131/2017/04305;CHAMARTIN ;18/01/2017;OLEPGR;87.2 k);GRAVE;602;23/03/2017;21/07/2017;SANCION
131/2017/04748;CHAMARTIN ;06/09/2016;OLEPGR;87.2 k);GRAVE;602;23/03/2017;12/06/2017;SANCION
131/2017/05234;CHAMARTIN ;18/01/2017;OLEPGR;87.2 k);GRAVE;602;23/03/2017;26/06/2017;SANCION
131/2017/05246;CHAMARTIN ;24/10/2016;OLEPGR;87.2 k);GRAVE;602;23/03/2017;09/06/2017;SANCION
131/2017/07245;CHAMARTIN ;08/02/2017;OLEPGR;87.2 k);GRAVE;602;29/03/2017;29/06/2017;SANCION
131/2017/07263;CHAMARTIN ;03/02/2017;OLEPGR;87.2 k);GRAVE;602;20/04/2017;;
131/2017/07381;CHAMARTIN ;08/02/2017;OLEPGR;87.2 k);GRAVE;602;20/04/2017;;
131/2017/07416;CHAMARTIN ;20/01/2017;OLEPGR;87.2 k);GRAVE;602;20/04/2017;;
131/2017/12727;CHAMARTIN ;05/03/2017;OLEPGR;86.1 g);LEVE;300;20/04/2017;31/08/2017;SANCION
131/2017/12757;CHAMARTIN ;05/03/2017;OLEPGR;86.1 g);LEVE;300;20/04/2017;19/10/2017;SANCION
131/2017/12760;CHAMARTIN ;05/03/2017;OLEPGR;86.1 g);LEVE;300;20/04/2017;20/06/2017;SANCION
131/2017/12761;CHAMARTIN ;05/03/2017;OLEPGR;86.1 g);LEVE;300;20/04/2017;24/07/2017;SANCION
131/2017/12763;CHAMARTIN ;05/03/2017;OLEPGR;86.1 g);LEVE;300;20/04/2017;19/09/2017;SANCION
131/2017/14055;CHAMARTIN ;21/01/2017;OLEPGR;86.1 g);LEVE;500;03/05/2017;07/11/2017;SANCION
131/2017/00708;CHAMARTIN ;05/12/2016;OLEPGR;87.2 k);GRAVE;602;12/05/2017;16/11/2017;SANCION
131/2017/18912;CHAMARTIN ;28/02/2017;OLEPGR;87.2 l);GRAVE;751;09/06/2017;27/09/2017;SANCION
131/2017/15351;CHAMARTIN ;31/03/2017;OLEPGR;87.2 k);GRAVE;602;15/06/2017;;
131/2017/15436;CHAMARTIN ;17/02/2017;OLEPGR;87.2 k);GRAVE;602;15/06/2017;08/09/2017;SANCION
131/2017/20381;CHAMARTIN ;30/04/2017;OLEPGR;86.1 g);LEVE;500;16/06/2017;07/11/2017;SANCION
131/2017/20390;CHAMARTIN ;30/04/2017;OLEPGR;86.1 g);LEVE;500;16/06/2017;07/11/2017;SANCION
131/2017/20405;CHAMARTIN ;30/04/2017;OLEPGR;86.1 g);LEVE;1000;16/06/2017;27/09/2017;SANCION
131/2017/15344;CHAMARTIN ;19/04/2017;OLEPGR;87.2 k);GRAVE;602;22/06/2017;28/09/2017;SANCION
131/2017/21247;CHAMARTIN ;10/05/2017;OLEPGR;86.2 f);LEVE;300;22/06/2017;;
131/2017/20868;CHAMARTIN ;14/04/2017;OLEPGR;86.1 g);LEVE;500;23/06/2017;11/09/2017;SANCION
131/2017/21306;CHAMARTIN ;13/05/2017;OLEPGR;86.1 g);LEVE;300;23/06/2017;16/11/2017;SANCION
131/2017/21307;CHAMARTIN ;13/05/2017;OLEPGR;86.1 g);LEVE;300;23/06/2017;19/09/2017;SANCION
131/2017/21360;CHAMARTIN ;13/05/2017;OLEPGR;86.1 g);LEVE;300;23/06/2017;22/10/2017;SANCION
131/2017/16984;CHAMARTIN ;18/04/2017;OLEPGR;87.2 k);GRAVE;602;01/08/2017;;
131/2017/17008;CHAMARTIN ;01/03/2017;OLEPGR;87.2 k);GRAVE;602;01/08/2017;;
131/2017/17228;CHAMARTIN ;18/04/2017;OLEPGR;87.2 k);GRAVE;602;05/09/2017;;
131/2017/24856;CHAMARTIN ;19/05/2017;OLEPGR;87.2 k);GRAVE;602;05/09/2017;;
131/2017/04271;CHAMARTIN ;10/01/2017;OLEPGR;87.2 k);GRAVE;602;06/09/2017;;
131/2017/15495;CHAMARTIN ;17/02/2017;OLEPGR;87.2 k);GRAVE;602;06/09/2017;;
131/2017/17196;CHAMARTIN ;22/04/2017;OLEPGR;87.2 k);GRAVE;602;19/09/2017;;
131/2017/24821;CHAMARTIN ;01/06/2017;OLEPGR;87.2 k);GRAVE;602;19/09/2017;;
131/2017/25705;CHAMARTIN ;22/02/2017;OLEPGR;87.2 k);GRAVE;602;20/09/2017;;
131/2017/00410;TETUAN;13/11/2016;OLEPGR;86.1 b);LEVE;250;10/01/2017;22/03/2017;SANCION
131/2017/00458;TETUAN;17/11/2016;OLEPGR;86.2 d);LEVE;300;10/01/2017;26/06/2017;SANCION
131/2017/00464;TETUAN;09/11/2016;OLEPGR;86.2 d);LEVE;200;10/01/2017;29/06/2017;SANCION
131/2017/00473;TETUAN;09/11/2016;OLEPGR;86.2 d);LEVE;300;10/01/2017;30/03/2017;SANCION
131/2017/00485;TETUAN;09/11/2016;OLEPGR;86.2 d);LEVE;300;10/01/2017;28/03/2017;SANCION
131/2017/02768;TETUAN;02/05/2016;OLEPGR;87.1 a);GRAVE;751;30/01/2017;19/05/2017;SANCION
131/2017/03467;TETUAN;13/12/2016;OLEPGR;87.1 c);GRAVE;750;06/02/2017;03/08/2017;SANCION
131/2017/03479;TETUAN;25/12/2016;OLEPGR;86.2 d);LEVE;300;06/02/2017;30/06/2017;SANCION
131/2017/03498;TETUAN;24/12/2016;OLEPGR;86.2 d);LEVE;300;06/02/2017;28/06/2017;SANCION
131/2017/03501;TETUAN;08/01/2017;OLEPGR;86.2 d);LEVE;300;06/02/2017;27/06/2017;SANCION
131/2017/03674;TETUAN;16/04/2016;OLEPGR;87.1 a);GRAVE;751;07/02/2017;28/05/2017;SANCION
131/2017/04560;TETUAN;09/01/2017;OLEPGR;86.1 b);LEVE;250;14/02/2017;12/04/2017;SANCION
131/2017/05271;TETUAN;06/03/2016;OLEPGR;87.1 a);GRAVE;751;20/02/2017;07/04/2017;SANCION
131/2017/05298;TETUAN;06/03/2016;OLEPGR;87.1 a);GRAVE;751;20/02/2017;20/07/2017;SANCION
131/2017/05319;TETUAN;29/01/2017;OLEPGR;86.2 d);LEVE;200;20/02/2017;26/06/2017;SANCION
131/2017/06355;TETUAN;15/01/2017;OLEPGR;86.1 c);LEVE;250;01/03/2017;03/08/2017;SANCION
131/2017/06358;TETUAN;15/01/2017;OLEPGR;86.1 c);LEVE;250;01/03/2017;03/08/2017;SANCION
131/2017/09414;TETUAN;12/10/2016;OLEPGR;87.1 a);GRAVE;751;22/03/2017;02/08/2017;SANCION
131/2017/09551;TETUAN;02/02/2017;OLEPGR;87.1 i);GRAVE;751;22/03/2017;17/08/2017;SANCION
131/2017/09594;TETUAN;28/01/2017;OLEPGR;86.1 c);LEVE;250;22/03/2017;06/10/2017;SANCION
131/2017/09601;TETUAN;14/01/2017;OLEPGR;86.1 b);LEVE;250;22/03/2017;23/06/2017;SANCION
131/2017/09610;TETUAN;06/02/2017;OLEPGR;86.1 b);LEVE;250;22/03/2017;17/08/2017;SANCION
131/2017/10044;TETUAN;11/03/2016;OLEPGR;86.2 d);LEVE;300;27/03/2017;04/08/2017;SANCION
131/2017/10047;TETUAN;11/03/2017;OLEPGR;86.2 d);LEVE;300;27/03/2017;08/08/2017;SANCION
131/2017/10059;TETUAN;04/09/2016;OLEPGR;87.1 a);GRAVE;751;27/03/2017;18/08/2017;SANCION
131/2017/10307;TETUAN;05/03/2017;OLEPGR;86.1 c);LEVE;250;29/03/2017;25/09/2017;SANCION
131/2017/10309;TETUAN;01/03/2017;OLEPGR;86.1 c);LEVE;250;29/03/2017;19/08/2017;SANCION
131/2017/10315;TETUAN;05/05/2017;OLEPGR;86.1 c);LEVE;250;29/03/2017;12/09/2017;SANCION
131/2017/10995;TETUAN;15/02/2017;OLEPGR;86.2 c);LEVE;250;05/04/2017;20/06/2017;SANCION
131/2017/11009;TETUAN;01/03/2017;OLEPGR;86.2 c);LEVE;250;05/04/2017;20/06/2017;SANCION
131/2017/11083;TETUAN;13/03/2017;OLEPGR;86.2 c);LEVE;250;05/04/2017;04/10/2017;SANCION
131/2017/11095;TETUAN;21/02/2017;OLEPGR;86.2 c);LEVE;250;05/04/2017;20/06/2017;SANCION
131/2017/12308;TETUAN;22/02/2017;OLEPGR;86.2 c);LEVE;250;18/04/2017;16/06/2017;SANCION
131/2017/12309;TETUAN;17/02/2017;OLEPGR;86.2 c);LEVE;250;18/04/2017;12/07/2017;SANCION
131/2017/12311;TETUAN;11/03/2017;OLEPGR;86.2 d);LEVE;200;19/04/2017;27/07/2017;SANCION
131/2017/12313;TETUAN;27/02/2017;OLEPGR;86.2 c);LEVE;250;18/04/2017;08/09/2017;SANCION
131/2017/12320;TETUAN;27/02/2017;OLEPGR;86.2 c);LEVE;250;18/04/2017;23/06/2017;SANCION
131/2017/12322;TETUAN;20/02/2017;OLEPGR;86.2 c);LEVE;250;18/04/2017;16/06/2017;SANCION
131/2017/12325;TETUAN;20/02/2017;OLEPGR;86.2 c);LEVE;250;18/04/2017;04/08/2017;SANCION
131/2017/12327;TETUAN;21/02/2017;OLEPGR;86.2 c);LEVE;250;18/04/2017;22/06/2017;SANCION
131/2017/12335;TETUAN;11/03/2017;OLEPGR;86.2 d);LEVE;200;19/04/2017;27/06/2017;SANCION
131/2017/12342;TETUAN;11/03/2017;OLEPGR;86.2 d);LEVE;200;19/04/2017;28/09/2017;SANCION
131/2017/12547;TETUAN;15/02/2017;OLEPGR;86.2 c);LEVE;250;19/04/2017;29/08/2017;SANCION
131/2017/13288;TETUAN;04/02/2017;OLEPGR;86.2 d);LEVE;250;25/04/2017;18/10/2017;SANCION
131/2017/13335;TETUAN;05/02/2017;OLEPGR;86.2 d);LEVE;200;25/04/2017;29/09/2017;SANCION
131/2017/13344;TETUAN;18/03/2017;OLEPGR;86.2 c);LEVE;250;25/04/2017;27/09/2017;SANCION
131/2017/13353;TETUAN;23/03/2017;OLEPGR;86.2 c);LEVE;250;25/04/2017;22/06/2017;SANCION
131/2017/13356;TETUAN;15/02/2017;OLEPGR;86.2 c);LEVE;250;25/04/2017;05/10/2017;SANCION
131/2017/13396;TETUAN;24/11/2016;OLEPGR;87.1 i);GRAVE;751;25/04/2017;;
131/2017/13399;TETUAN;05/02/2017;OLEPGR;86.2 d);LEVE;200;25/04/2017;29/09/2017;SANCION
131/2017/13406;TETUAN;05/02/2017;OLEPGR;86.2 d);LEVE;200;25/04/2017;26/07/2017;SANCION
131/2017/13436;TETUAN;01/03/2017;OLEPGR;86.2 c);LEVE;250;25/04/2017;30/06/2017;SANCION
131/2017/14494;TETUAN;26/03/2017;OLEPGR;86.2 d);LEVE;300;09/05/2017;13/10/2017;SANCION
