N� EXPEDIENTE;DISTRITO;FECHA DENUNCIA;ORDENANZA;ART�CULO;CALIFICACI�N ; CUANT�A ; FECHA INICIO ; FECHA TERMINACI�N;CAUSA TERMINACION
131/2017/00001;CENTRO;12/02/2016;OLEPGR;87.1 a);GRAVE;751;03/01/2017;07/04/2017;SANCION
131/2017/00002;CENTRO;13/02/2016;OLEPGR;87.1 a);GRAVE;751;03/01/2017;10/03/2017;SANCION
131/2017/00003;CENTRO;06/02/2016;OLEPGR;87.1 a);GRAVE;751;03/01/2017;18/03/2017;SANCION
131/2017/00004;CENTRO;06/02/2016;OLEPGR;87.1 a);GRAVE;751;03/01/2017;30/06/2017;SANCION
131/2017/00010;CENTRO;06/02/2016;OLEPGR;87.1 a);GRAVE;751;03/01/2017;13/03/2017;SANCION
131/2017/00011;CENTRO;06/02/2016;OLEPGR;87.1 a);GRAVE;751;03/01/2017;24/07/2017;SANCION
131/2017/00016;CENTRO;06/02/2016;OLEPGR;87.1 a);GRAVE;751;03/01/2017;17/07/2017;SANCION
131/2017/00028;CENTRO;06/02/2016;OLEPGR;87.1 a);GRAVE;751;03/01/2017;19/04/2017;SANCION
131/2017/00030;CENTRO;06/02/2016;OLEPGR;87.1 a);GRAVE;751;03/01/2017;29/01/2018;SANCION
131/2017/00034;CENTRO;06/02/2016;OLEPGR;87.1 a);GRAVE;751;03/01/2017;29/05/2017;SANCION
131/2017/00035;CENTRO;06/02/2016;OLEPGR;87.1 a);GRAVE;751;03/01/2017;20/02/2017;SANCION
131/2017/00038;CENTRO;06/02/2016;OLEPGR;87.1 a);GRAVE;751;03/01/2017;10/07/2017;SANCION
131/2017/00039;CENTRO;05/02/2016;OLEPGR;87.1 a);GRAVE;751;03/01/2017;12/07/2017;SANCION
131/2017/00392;CENTRO;18/11/2016;OLEPGR;86.1 h);LEVE;500;10/01/2017;27/06/2017;SANCION
131/2017/01758;CENTRO;24/12/2016;OLEPGR;86.2 d);LEVE;200;18/01/2017;26/06/2017;SANCION
131/2017/01774;CENTRO;04/12/2016;OLEPGR;86.2 d);LEVE;300;18/01/2017;04/07/2017;SANCION
131/2017/01776;CENTRO;04/12/2016;OLEPGR;86.2 d);LEVE;300;18/01/2017;17/04/2017;SANCION
131/2017/01791;CENTRO;01/12/2016;OLEPGR;86.1 c);LEVE;250;18/01/2017;15/03/2017;SANCION
131/2017/01795;CENTRO;02/12/2016;OLEPGR;86.1 b);LEVE;250;18/01/2017;17/07/2017;SANCION
131/2017/01809;CENTRO;01/12/2016;OLEPGR;86.1 b);LEVE;250;18/01/2017;17/07/2017;SANCION
131/2017/01816;CENTRO;07/12/2016;OLEPGR;86.1 b);LEVE;250;18/01/2017;20/07/2017;SANCION
131/2017/02152;CENTRO;07/12/2016;OLEPGR;87.1 a);GRAVE;751;23/01/2017;26/06/2017;SANCION
131/2017/02157;CENTRO;06/02/2016;OLEPGR;87.1 a);GRAVE;751;23/01/2017;13/03/2017;SANCION
131/2017/02160;CENTRO;07/02/2016;OLEPGR;87.1 a);GRAVE;751;23/01/2017;27/06/2017;SANCION
131/2017/02169;CENTRO;13/02/2016;OLEPGR;87.1 a);GRAVE;751;23/01/2017;09/08/2017;SANCION
131/2017/02177;CENTRO;06/02/2016;OLEPGR;87.1 a);GRAVE;751;23/01/2017;18/04/2017;SANCION
131/2017/02218;CENTRO;17/12/2016;OLEPGR;86.2 d);LEVE;300;23/01/2017;16/03/2017;SANCION
131/2017/02239;CENTRO;16/12/2016;OLEPGR;86.1 b);LEVE;250;23/01/2017;18/07/2017;SANCION
131/2017/02723;CENTRO;22/05/2016;OLEPGR;87.1 a);GRAVE;751;30/01/2017;14/03/2017;SANCION
131/2017/02724;CENTRO;18/05/2016;OLEPGR;87.1 a);GRAVE;751;30/01/2017;14/03/2017;SANCION
131/2017/02725;CENTRO;22/05/2016;OLEPGR;87.1 a);GRAVE;751;30/01/2017;17/07/2017;SANCION
131/2017/02726;CENTRO;22/05/2016;OLEPGR;87.1 a);GRAVE;751;30/01/2017;27/03/2017;SANCION
131/2017/02727;CENTRO;11/05/2016;OLEPGR;87.1 a);GRAVE;751;30/01/2017;23/06/2017;SANCION
131/2017/02728;CENTRO;02/05/2016;OLEPGR;87.1 a);GRAVE;751;30/01/2017;22/06/2017;SANCION
131/2017/02729;CENTRO;02/05/2016;OLEPGR;87.1 a);GRAVE;751;30/01/2017;19/04/2017;SANCION
131/2017/02730;CENTRO;02/05/2016;OLEPGR;87.1 a);GRAVE;751;30/01/2017;07/04/2017;SANCION
131/2017/02731;CENTRO;02/05/2016;OLEPGR;87.1 a);GRAVE;751;30/01/2017;26/06/2017;SANCION
131/2017/02732;CENTRO;02/05/2016;OLEPGR;87.1 a);GRAVE;751;30/01/2017;29/06/2017;SANCION
131/2017/02733;CENTRO;02/05/2016;OLEPGR;87.1 a);GRAVE;751;30/01/2017;27/04/2017;SANCION
131/2017/02735;CENTRO;02/05/2016;OLEPGR;87.1 a);GRAVE;751;30/01/2017;27/03/2017;SANCION
131/2017/02736;CENTRO;07/05/2016;OLEPGR;87.1 a);GRAVE;751;30/01/2017;26/06/2017;SANCION
131/2017/02748;CENTRO;23/05/2016;OLEPGR;87.1 a);GRAVE;751;30/01/2017;09/08/2017;SANCION
131/2017/02751;CENTRO;21/05/2016;OLEPGR;87.1 a);GRAVE;751;30/01/2017;25/04/2017;SANCION
131/2017/02752;CENTRO;22/05/2016;OLEPGR;87.1 a);GRAVE;751;30/01/2017;16/03/2017;SANCION
131/2017/02754;CENTRO;22/05/2016;OLEPGR;87.1 a);GRAVE;751;30/01/2017;29/06/2017;SANCION
131/2017/02755;CENTRO;08/05/2016;OLEPGR;87.1 a);GRAVE;751;30/01/2017;25/04/2017;SANCION
131/2017/02757;CENTRO;08/05/2016;OLEPGR;87.1 a);GRAVE;751;30/01/2017;28/06/2017;SANCION
131/2017/02758;CENTRO;02/05/2016;OLEPGR;87.1 a);GRAVE;751;30/01/2017;30/03/2017;SANCION
131/2017/02759;CENTRO;22/05/2016;OLEPGR;87.1 a);GRAVE;751;30/01/2017;13/03/2017;SANCION
131/2017/02761;CENTRO;22/05/2016;OLEPGR;87.1 a);GRAVE;751;30/01/2017;16/06/2017;SANCION
131/2017/02762;CENTRO;22/05/2016;OLEPGR;87.1 a);GRAVE;751;30/01/2017;31/05/2017;SANCION
131/2017/02763;CENTRO;21/05/2016;OLEPGR;87.1 a);GRAVE;751;30/01/2017;28/06/2017;SANCION
131/2017/02764;CENTRO;21/05/2016;OLEPGR;87.1 a);GRAVE;751;30/01/2017;17/07/2017;SANCION
131/2017/03449;CENTRO;02/05/2016;OLEPGR;87.1 a);GRAVE;751;06/02/2017;03/04/2017;SANCION
131/2017/03457;CENTRO;02/05/2016;OLEPGR;87.1 a);GRAVE;751;06/02/2017;28/03/2017;SANCION
131/2017/03473;CENTRO;08/05/2016;OLEPGR;87.1 a);GRAVE;751;06/02/2017;24/04/2017;SANCION
131/2017/03494;CENTRO;26/12/2016;OLEPGR;86.2 d);LEVE;300;06/02/2017;29/03/2017;SANCION
131/2017/03544;CENTRO;07/01/2017;OLEPGR;86.2 d);LEVE;200;06/02/2017;20/06/2017;SANCION
131/2017/03574;CENTRO;29/12/2016;OLEPGR;86.1 b);LEVE;250;06/02/2017;18/07/2017;SANCION
131/2017/03580;CENTRO;29/12/2016;OLEPGR;86.1 b);LEVE;250;06/02/2017;14/07/2017;SANCION
131/2017/03606;CENTRO;02/05/2016;OLEPGR;87.1 a);GRAVE;751;07/02/2017;17/07/2017;SANCION
131/2017/03611;CENTRO;14/05/2016;OLEPGR;87.1 a);GRAVE;751;07/02/2017;12/05/2017;SANCION
131/2017/03614;CENTRO;28/05/2016;OLEPGR;87.1 a);GRAVE;751;07/02/2017;17/07/2017;SANCION
131/2017/03629;CENTRO;13/02/2016;OLEPGR;87.1 a);GRAVE;751;07/02/2017;26/06/2017;SANCION
131/2017/03636;CENTRO;14/02/2016;OLEPGR;87.1 a);GRAVE;751;07/02/2017;09/05/2017;SANCION
131/2017/03646;CENTRO;22/05/2016;OLEPGR;87.1 a);GRAVE;751;07/02/2017;20/07/2017;SANCION
131/2017/03649;CENTRO;21/05/2016;OLEPGR;87.1 a);GRAVE;751;07/02/2017;26/06/2017;SANCION
131/2017/03676;CENTRO;14/02/2016;OLEPGR;87.1 a);GRAVE;751;07/02/2017;28/03/2017;SANCION
131/2017/03678;CENTRO;14/02/2016;OLEPGR;87.1 a);GRAVE;751;07/02/2017;28/03/2017;SANCION
131/2017/03680;CENTRO;14/02/2016;OLEPGR;87.1 a);GRAVE;751;07/02/2017;17/07/2017;SANCION
131/2017/04565;CENTRO;13/12/2016;OLEPGR;86.1 b);LEVE;250;14/02/2017;12/07/2017;SANCION
131/2017/04586;CENTRO;13/02/2016;OLEPGR;87.1 a);GRAVE;751;14/02/2017;19/05/2017;SANCION
131/2017/04587;CENTRO;19/05/2016;OLEPGR;87.1 a);GRAVE;751;14/02/2017;17/07/2017;SANCION
131/2017/04593;CENTRO;14/02/2016;OLEPGR;87.1 a);GRAVE;751;14/02/2017;09/08/2017;SANCION
131/2017/04596;CENTRO;13/02/2016;OLEPGR;87.1 a);GRAVE;751;14/02/2017;17/07/2017;SANCION
131/2017/04598;CENTRO;05/03/2016;OLEPGR;87.1 a);GRAVE;751;14/02/2017;11/07/2017;SANCION
131/2017/04601;CENTRO;05/03/2016;OLEPGR;87.1 a);GRAVE;751;14/02/2017;30/06/2017;SANCION
131/2017/04604;CENTRO;05/03/2016;OLEPGR;87.1 a);GRAVE;751;14/02/2017;28/06/2017;SANCION
131/2017/04609;CENTRO;05/03/2016;OLEPGR;87.1 a);GRAVE;751;14/02/2017;10/05/2017;SANCION
131/2017/04689;CENTRO;30/03/2016;OLEPGR;87.1 a);GRAVE;751;14/02/2017;11/07/2017;SANCION
131/2017/04701;CENTRO;24/03/2016;OLEPGR;87.1 a);GRAVE;751;14/02/2017;06/07/2017;SANCION
131/2017/05268;CENTRO;06/03/2016;OLEPGR;87.1 a);GRAVE;751;20/02/2017;01/06/2017;SANCION
131/2017/05275;CENTRO;05/03/2016;OLEPGR;87.1 a);GRAVE;751;20/02/2017;26/04/2017;SANCION
131/2017/05284;CENTRO;05/03/2016;OLEPGR;87.1 a);GRAVE;751;20/02/2017;16/05/2017;SANCION
131/2017/05292;CENTRO;12/03/2016;OLEPGR;87.1 a);GRAVE;751;20/02/2017;11/05/2017;SANCION
131/2017/05294;CENTRO;06/03/2016;OLEPGR;87.1 a);GRAVE;751;20/02/2017;09/08/2017;SANCION
131/2017/05295;CENTRO;06/03/2016;OLEPGR;87.1 a);GRAVE;751;20/02/2017;30/06/2017;SANCION
131/2017/05303;CENTRO;12/03/2016;OLEPGR;87.1 a);GRAVE;751;20/02/2017;03/10/2017;SANCION
131/2017/05406;CENTRO;06/03/2016;OLEPGR;87.1 a);GRAVE;751;21/02/2017;06/05/2017;SANCION
131/2017/05407;CENTRO;06/03/2016;OLEPGR;87.1 a);GRAVE;751;21/02/2017;17/07/2017;SANCION
131/2017/05410;CENTRO;06/03/2016;OLEPGR;87.1 a);GRAVE;751;21/02/2017;09/05/2017;SANCION
131/2017/05412;CENTRO;06/03/2016;OLEPGR;87.1 a);GRAVE;751;21/02/2017;20/06/2017;SANCION
131/2017/05423;CENTRO;06/03/2016;OLEPGR;87.1 a);GRAVE;751;21/02/2017;26/06/2017;SANCION
131/2017/05436;CENTRO;12/03/2016;OLEPGR;87.1 a);GRAVE;751;21/02/2017;05/07/2017;SANCION
131/2017/05445;CENTRO;12/03/2016;OLEPGR;87.1 a);GRAVE;751;21/02/2017;17/07/2017;SANCION
131/2017/05473;CENTRO;06/03/2016;OLEPGR;87.1 a);GRAVE;751;21/02/2017;10/05/2017;SANCION
131/2017/05475;CENTRO;11/03/2016;OLEPGR;87.1 a);GRAVE;751;21/02/2017;09/08/2017;SANCION
131/2017/05476;CENTRO;06/03/2016;OLEPGR;87.1 a);GRAVE;751;21/02/2017;19/06/2017;SANCION
131/2017/05483;CENTRO;05/03/2016;OLEPGR;87.1 a);GRAVE;751;21/02/2017;16/06/2017;SANCION
131/2017/05486;CENTRO;05/03/2016;OLEPGR;87.1 a);GRAVE;751;21/02/2017;09/08/2017;SANCION
131/2017/05492;CENTRO;05/02/2017;OLEPGR;86.2 d);LEVE;200;21/02/2017;08/08/2017;SANCION
131/2017/06074;CENTRO;24/03/2016;OLEPGR;87.1 a);GRAVE;751;27/02/2017;03/08/2017;SANCION
131/2017/06081;CENTRO;24/03/2016;OLEPGR;87.1 a);GRAVE;751;27/02/2017;17/07/2017;SANCION
131/2017/06087;CENTRO;24/03/2016;OLEPGR;87.1 a);GRAVE;751;27/02/2017;03/08/2017;SANCION
131/2017/06096;CENTRO;20/03/2016;OLEPGR;87.1 a);GRAVE;751;27/02/2017;29/06/2017;SANCION
131/2017/06117;CENTRO;20/03/2016;OLEPGR;87.1 a);GRAVE;751;27/02/2017;29/06/2017;SANCION
131/2017/06122;CENTRO;20/03/2016;OLEPGR;87.1 a);GRAVE;751;27/02/2017;08/07/2017;SANCION
131/2017/06123;CENTRO;19/03/2016;OLEPGR;87.1 a);GRAVE;751;27/02/2017;30/06/2017;SANCION
131/2017/06125;CENTRO;19/03/2016;OLEPGR;87.1 a);GRAVE;751;27/02/2017;09/05/2017;SANCION
131/2017/06127;CENTRO;19/03/2016;OLEPGR;87.1 a);GRAVE;751;27/02/2017;21/06/2017;SANCION
131/2017/06131;CENTRO;20/03/2016;OLEPGR;87.1 a);GRAVE;751;27/02/2017;30/06/2017;SANCION
131/2017/06204;CENTRO;22/01/2017;OLEPGR;86.1 b);LEVE;250;01/03/2017;17/07/2017;SANCION
131/2017/06224;CENTRO;21/01/2017;OLEPGR;86.1 b);LEVE;250;01/03/2017;18/07/2017;SANCION
131/2017/06337;CENTRO;27/01/2017;OLEPGR;86.1 c);LEVE;250;01/03/2017;09/05/2017;ESTIMACION
131/2017/06341;CENTRO;22/01/2017;OLEPGR;86.1 c);LEVE;250;01/03/2017;16/05/2017;SANCION
131/2017/07174;CENTRO;30/12/2016;OLEPGR;87.1 a);GRAVE;751;07/03/2017;17/07/2017;SANCION
131/2017/07203;CENTRO;26/12/2016;OLEPGR;87.1 a);GRAVE;751;07/03/2017;09/08/2017;SANCION
131/2017/07218;CENTRO;05/07/2016;OLEPGR;87.1 a);GRAVE;751;06/03/2017;29/09/2017;SANCION
131/2017/07221;CENTRO;23/04/2016;OLEPGR;87.1 a);GRAVE;751;07/03/2017;30/06/2017;SANCION
131/2017/07224;CENTRO;27/11/2016;OLEPGR;87.1 a);GRAVE;751;06/03/2017;09/08/2017;SANCION
131/2017/07231;CENTRO;24/04/2016;OLEPGR;87.1 a);GRAVE;751;07/03/2017;03/08/2017;SANCION
131/2017/07243;CENTRO;03/12/2016;OLEPGR;87.1 a);GRAVE;751;06/03/2017;29/06/2017;SANCION
131/2017/07247;CENTRO;14/01/2017;OLEPGR;87.1 a);GRAVE;751;06/03/2017;20/06/2017;SANCION
131/2017/07250;CENTRO;14/03/2016;OLEPGR;87.1 a);GRAVE;751;07/03/2017;22/06/2017;SANCION
131/2017/07253;CENTRO;06/01/2016;OLEPGR;87.1 a);GRAVE;751;06/03/2017;17/07/2017;SANCION
131/2017/07258;CENTRO;19/03/2016;OLEPGR;87.1 a);GRAVE;751;07/03/2017;17/07/2017;SANCION
131/2017/07259;CENTRO;07/01/2017;OLEPGR;87.1 a);GRAVE;751;06/03/2017;09/08/2017;SANCION
131/2017/07265;CENTRO;19/03/2016;OLEPGR;87.1 a);GRAVE;751;06/03/2017;22/08/2017;SANCION
131/2017/07268;CENTRO;19/03/2016;OLEPGR;87.1 a);GRAVE;751;07/03/2017;29/06/2017;SANCION
131/2017/07269;CENTRO;01/07/2016;OLEPGR;87.1 a);GRAVE;751;06/03/2017;09/08/2017;SANCION
131/2017/07270;CENTRO;24/04/2016;OLEPGR;87.1 a);GRAVE;751;07/03/2017;09/08/2017;SANCION
131/2017/07278;CENTRO;13/03/2016;OLEPGR;87.1 a);GRAVE;751;07/03/2017;17/07/2017;SANCION
131/2017/07284;CENTRO;02/07/2016;OLEPGR;87.1 a);GRAVE;751;06/03/2017;07/07/2017;SANCION
131/2017/07291;CENTRO;13/03/2016;OLEPGR;87.1 a);GRAVE;751;07/03/2017;22/05/2017;SANCION
131/2017/07303;CENTRO;13/03/2016;OLEPGR;87.1 a);GRAVE;751;07/03/2017;30/06/2017;SANCION
131/2017/07316;CENTRO;13/03/2016;OLEPGR;87.1 a);GRAVE;751;07/03/2017;16/06/2017;SANCION
131/2017/07330;CENTRO;13/03/2016;OLEPGR;87.1 a);GRAVE;751;07/03/2017;04/07/2017;SANCION
131/2017/07331;CENTRO;10/02/2016;OLEPGR;87.1 a);GRAVE;751;07/03/2017;03/08/2017;SANCION
131/2017/07335;CENTRO;13/03/2016;OLEPGR;87.1 a);GRAVE;751;07/03/2017;17/05/2017;SANCION
131/2017/07349;CENTRO;13/03/2016;OLEPGR;87.1 a);GRAVE;751;07/03/2017;04/07/2017;SANCION
131/2017/07353;CENTRO;13/03/2016;OLEPGR;87.1 a);GRAVE;751;07/03/2017;15/05/2017;SANCION
131/2017/07359;CENTRO;06/12/2016;OLEPGR;87.1 a);GRAVE;751;07/03/2017;26/06/2017;SANCION
131/2017/07370;CENTRO;01/07/2016;OLEPGR;87.1 a);GRAVE;751;07/03/2017;17/07/2017;SANCION
131/2017/07629;CENTRO;17/07/2016;OLEPGR;87.1 a);GRAVE;751;07/03/2017;13/07/2017;SANCION
131/2017/08725;CENTRO;03/09/2016;OLEPGR;87.1 a);GRAVE;751;14/03/2017;03/08/2017;SANCION
131/2017/08732;CENTRO;16/07/2016;OLEPGR;87.1 a);GRAVE;751;14/03/2017;30/06/2017;SANCION
131/2017/08733;CENTRO;03/09/2016;OLEPGR;87.1 a);GRAVE;751;14/03/2017;17/07/2017;SANCION
131/2017/08736;CENTRO;17/07/2016;OLEPGR;87.1 a);GRAVE;751;14/03/2017;19/06/2017;SANCION
131/2017/08737;CENTRO;03/09/2016;OLEPGR;87.1 a);GRAVE;751;14/03/2017;11/05/2017;SANCION
131/2017/08738;CENTRO;14/01/2017;OLEPGR;87.1 a);GRAVE;751;14/03/2017;17/07/2017;SANCION
131/2017/08741;CENTRO;29/01/2017;OLEPGR;87.1 a);GRAVE;751;14/03/2017;17/07/2017;SANCION
131/2017/08746;CENTRO;24/07/2016;OLEPGR;87.1 a);GRAVE;751;14/03/2017;05/06/2017;SANCION
131/2017/08747;CENTRO;24/07/2016;OLEPGR;87.1 a);GRAVE;751;14/03/2017;19/06/2017;SANCION
131/2017/08752;CENTRO;24/07/2016;OLEPGR;87.1 a);GRAVE;751;14/03/2017;18/05/2017;SANCION
131/2017/08755;CENTRO;25/07/2016;OLEPGR;87.1 a);GRAVE;751;14/03/2017;09/08/2017;SANCION
131/2017/08777;CENTRO;30/07/2016;OLEPGR;87.1 a);GRAVE;751;14/03/2017;01/06/2017;SANCION
131/2017/08781;CENTRO;30/07/2016;OLEPGR;87.1 a);GRAVE;751;14/03/2017;17/07/2017;SANCION
131/2017/08785;CENTRO;30/07/2016;OLEPGR;87.1 a);GRAVE;751;14/03/2017;30/06/2017;SANCION
131/2017/08789;CENTRO;31/01/2016;OLEPGR;87.1 a);GRAVE;751;14/03/2017;19/06/2017;SANCION
131/2017/08792;CENTRO;31/07/2016;OLEPGR;87.1 a);GRAVE;751;14/03/2017;09/08/2017;SANCION
131/2017/08795;CENTRO;21/08/2016;OLEPGR;87.1 a);GRAVE;751;14/03/2017;21/06/2017;SANCION
131/2017/08797;CENTRO;21/08/2016;OLEPGR;87.1 a);GRAVE;751;14/03/2017;20/05/2017;SANCION
131/2017/08800;CENTRO;27/08/2016;OLEPGR;87.1 a);GRAVE;751;14/03/2017;11/08/2017;SANCION
131/2017/08805;CENTRO;28/08/2016;OLEPGR;87.1 a);GRAVE;751;14/03/2017;12/05/2017;SANCION
131/2017/08807;CENTRO;28/08/2016;OLEPGR;87.1 a);GRAVE;751;14/03/2017;05/07/2017;SANCION
131/2017/08814;CENTRO;17/12/2016;OLEPGR;86.2 d);LEVE;200;14/03/2017;21/06/2017;SANCION
131/2017/08828;CENTRO;11/09/2016;OLEPGR;87.1 a);GRAVE;751;14/03/2017;03/08/2017;SANCION
131/2017/08831;CENTRO;24/09/2016;OLEPGR;87.1 a);GRAVE;751;14/03/2017;11/08/2017;SANCION
131/2017/08878;CENTRO;06/08/2016;OLEPGR;87.1 a);GRAVE;751;15/03/2017;09/08/2017;SANCION
131/2017/08881;CENTRO;04/09/2016;OLEPGR;87.1 a);GRAVE;751;15/03/2017;20/06/2017;SANCION
131/2017/08884;CENTRO;04/08/2016;OLEPGR;87.1 a);GRAVE;751;15/03/2017;29/06/2017;SANCION
131/2017/08889;CENTRO;04/09/2016;OLEPGR;87.1 a);GRAVE;751;15/03/2017;19/06/2017;SANCION
131/2017/08891;CENTRO;10/08/2016;OLEPGR;87.1 a);GRAVE;751;15/03/2017;05/09/2017;SANCION
131/2017/08922;CENTRO;10/08/2016;OLEPGR;87.1 a);GRAVE;751;15/03/2017;09/08/2017;SANCION
131/2017/08927;CENTRO;04/09/2016;OLEPGR;87.1 a);GRAVE;751;15/03/2017;20/06/2017;SANCION
131/2017/08942;CENTRO;13/08/2016;OLEPGR;87.1 a);GRAVE;751;15/03/2017;18/08/2017;SANCION
131/2017/08960;CENTRO;03/09/2016;OLEPGR;87.1 a);GRAVE;751;15/03/2017;01/06/2017;SANCION
131/2017/08994;CENTRO;04/09/2016;OLEPGR;87.1 a);GRAVE;751;15/03/2017;17/08/2017;SANCION
131/2017/09402;CENTRO;12/10/2016;OLEPGR;87.1 a);GRAVE;751;22/03/2017;09/05/2017;SANCION
131/2017/09404;CENTRO;12/10/2016;OLEPGR;87.1 a);GRAVE;751;22/03/2017;29/11/2017;SANCION
131/2017/09408;CENTRO;09/10/2016;OLEPGR;87.1 a);GRAVE;751;22/03/2017;09/08/2017;SANCION
131/2017/09418;CENTRO;12/10/2016;OLEPGR;87.1 a);GRAVE;751;22/03/2017;25/07/2017;SANCION
131/2017/09420;CENTRO;12/10/2016;OLEPGR;87.1 a);GRAVE;751;22/03/2017;18/08/2017;SANCION
131/2017/09423;CENTRO;12/10/2016;OLEPGR;87.1 a);GRAVE;751;22/03/2017;18/08/2017;SANCION
131/2017/09436;CENTRO;09/10/2016;OLEPGR;87.1 a);GRAVE;751;22/03/2017;19/06/2017;SANCION
131/2017/09456;CENTRO;09/10/2016;OLEPGR;87.1 a);GRAVE;751;22/03/2017;09/08/2017;SANCION
131/2017/09458;CENTRO;15/10/2016;OLEPGR;87.1 a);GRAVE;751;22/03/2017;18/08/2017;SANCION
131/2017/09465;CENTRO;14/10/2016;OLEPGR;87.1 a);GRAVE;751;22/03/2017;25/07/2017;SANCION
131/2017/09472;CENTRO;12/10/2016;OLEPGR;87.1 a);GRAVE;751;22/03/2017;19/07/2017;SANCION
131/2017/09474;CENTRO;09/10/2016;OLEPGR;87.1 a);GRAVE;751;22/03/2017;06/06/2017;SANCION
131/2017/09505;CENTRO;24/03/2016;OLEPGR;87.1 a);GRAVE;751;22/03/2017;18/08/2017;SANCION
131/2017/09507;CENTRO;08/10/2016;OLEPGR;87.1 a);GRAVE;751;22/03/2017;31/05/2017;SANCION
131/2017/09510;CENTRO;26/02/2017;OLEPGR;86.2 d);LEVE;300;22/03/2017;08/08/2017;SANCION
131/2017/09512;CENTRO;08/10/2016;OLEPGR;87.1 a);GRAVE;751;22/03/2017;20/06/2017;SANCION
131/2017/09522;CENTRO;09/10/2016;OLEPGR;87.1 a);GRAVE;751;22/03/2017;02/06/2017;SANCION
131/2017/09534;CENTRO;09/02/2016;OLEPGR;87.1 a);GRAVE;751;22/03/2017;03/10/2017;SANCION
131/2017/09572;CENTRO;13/12/2016;OLEPGR;86.1 b);LEVE;250;22/03/2017;16/06/2017;SANCION
131/2017/09579;CENTRO;09/10/2016;OLEPGR;87.1 a);GRAVE;751;22/03/2017;17/08/2017;SANCION
131/2017/09581;CENTRO;01/10/2016;OLEPGR;87.1 a);GRAVE;751;22/03/2017;30/08/2017;SANCION
131/2017/09596;CENTRO;01/10/2016;OLEPGR;87.1 a);GRAVE;751;22/03/2017;16/06/2017;SANCION
131/2017/09604;CENTRO;01/02/2017;OLEPGR;87.1 a);GRAVE;751;22/03/2017;13/05/2017;SANCION
131/2017/09607;CENTRO;11/12/2016;OLEPGR;86.1 b);LEVE;250;22/03/2017;20/06/2017;SANCION
131/2017/09609;CENTRO;01/10/2016;OLEPGR;87.1 a);GRAVE;751;22/03/2017;22/06/2017;SANCION
131/2017/09613;CENTRO;26/03/2016;OLEPGR;87.1 a);GRAVE;751;22/03/2017;20/07/2017;SANCION
131/2017/10039;CENTRO;26/03/2016;OLEPGR;87.1 a);GRAVE;751;27/03/2017;27/07/2017;SANCION
131/2017/10056;CENTRO;04/09/2016;OLEPGR;87.1 a);GRAVE;751;27/03/2017;30/05/2017;SANCION
131/2017/10060;CENTRO;27/03/2016;OLEPGR;87.1 a);GRAVE;751;27/03/2017;10/08/2017;SANCION
131/2017/10061;CENTRO;04/09/2016;OLEPGR;87.1 a);GRAVE;751;27/03/2017;18/08/2017;SANCION
131/2017/10062;CENTRO;04/09/2016;OLEPGR;87.1 a);GRAVE;751;27/03/2017;21/06/2017;SANCION
131/2017/10065;CENTRO;26/03/2016;OLEPGR;87.1 a);GRAVE;751;27/03/2017;16/10/2017;SANCION
131/2017/10069;CENTRO;26/03/2016;OLEPGR;87.1 a);GRAVE;751;27/03/2017;03/08/2017;SANCION
131/2017/10070;CENTRO;04/09/2016;OLEPGR;87.1 a);GRAVE;751;27/03/2017;24/08/2017;SANCION
131/2017/10072;CENTRO;25/03/2016;OLEPGR;87.1 a);GRAVE;751;27/03/2017;18/08/2017;SANCION
131/2017/10073;CENTRO;09/09/2016;OLEPGR;87.1 a);GRAVE;751;27/03/2017;30/06/2017;SANCION
131/2017/10074;CENTRO;10/09/2016;OLEPGR;87.1 a);GRAVE;751;27/03/2017;18/08/2017;SANCION
131/2017/10079;CENTRO;25/03/2016;OLEPGR;87.1 a);GRAVE;751;27/03/2017;05/06/2017;SANCION
131/2017/10080;CENTRO;25/03/2016;OLEPGR;87.1 a);GRAVE;751;27/03/2017;11/08/2017;SANCION
131/2017/10081;CENTRO;25/03/2016;OLEPGR;87.1 a);GRAVE;751;27/03/2017;18/08/2017;SANCION
131/2017/10082;CENTRO;10/09/2016;OLEPGR;87.1 a);GRAVE;751;27/03/2017;24/06/2017;SANCION
131/2017/10090;CENTRO;25/03/2016;OLEPGR;87.1 a);GRAVE;751;27/03/2017;05/08/2017;SANCION
131/2017/10091;CENTRO;25/03/2016;OLEPGR;87.1 a);GRAVE;751;27/03/2017;19/05/2017;SANCION
131/2017/10093;CENTRO;26/03/2016;OLEPGR;87.1 a);GRAVE;751;27/03/2017;03/08/2017;SANCION
131/2017/10094;CENTRO;26/03/2016;OLEPGR;87.1 a);GRAVE;751;27/03/2017;30/08/2017;SANCION
131/2017/10100;CENTRO;14/08/2016;OLEPGR;87.1 a);GRAVE;751;27/03/2017;27/07/2017;SANCION
131/2017/10103;CENTRO;27/03/2016;OLEPGR;87.1 a);GRAVE;751;27/03/2017;30/08/2017;SANCION
131/2017/10105;CENTRO;14/05/2016;OLEPGR;87.1 a);GRAVE;751;27/03/2017;18/08/2017;SANCION
131/2017/10117;CENTRO;10/07/2016;OLEPGR;87.1 a);GRAVE;751;27/03/2017;18/10/2017;SANCION
131/2017/10137;CENTRO;26/03/2016;OLEPGR;87.1 a);GRAVE;751;27/03/2017;11/08/2017;SANCION
